400,580e-6,73.5,1.0132,1e-3,132e-3,860e-6
500,800e-6,74,0.996,1e-3,132e-3,470e-6
800,1.2e-3,80,0.9953,1e-3,132e-3,290e-6
1.4e3,2.14e-3,85,0.997,1e-3,132e-3,200e-6
2.5e3,3.6e-3,87,0.9954,1e-3,132e-3,100e-6
5e3,7.65e-3,88,0.995,1e-3,132e-3,50e-6
8e3,12.85e-3,88,0.994,2e-3,128e-3,33e-6
12e3,28.5e-3,86.5,0.9935,4e-3,128e-3,24e-6
13e3,36.5e-3,86,0.9931,5e-3,128e-3,19e-6
14e3,46.6e-3,85.5,0.9935,6e-3,128e-3,17.6e-6
15.5e3,77e-3,83.4,0.994,10e-3,132e-3,14.8e-6
17e3,173.1e-3,74,0.994,22e-3,132e-3,14.8e-6
17.6e3,312.1e-3,60.1,0.994,40e-3,128e.3,13.6e-6
17.842e3,424.7e-3,46,0.995,54e-3,128e-3,13.6e-6
17.933e3,477.3e-3,39,0.9954,62e-3,128e-3,13.6e-3
18.031e3,542.6e-3,28.2,0.996,70e-3,128e-3,12.4e-6
18.09e3,577.9e-3,20.5,0.996,74e-3,128e-3,12.4e-6
18.131e3,597.1e-3,15,0.9963,76e-3,128e-3,12.4e-6
18.174e3,604e-3,9.2,0.9967,78e-3,128e-3,12.4e-6
18.195e3,607.9e-3,5.8,0.9967,78e-3,128e-3,12.4e-6
18.227e3,611.3e-3,0,0.9967,78e-3,128e-3,12.4e-6
18.281e3,605.2e-3,-7.5,0.9967,78e-3,128e-3,12.4e-6
18.330e3,590.1e-3,-14.8,0.9967,78e-3,128e-3,12.4e-6
18.411e3,551.3e-3,-25.6,0.996,78e-3,128e-3,12.4e-6
18.533e3,480e-3,-38,0.9954,78e-3,128e-3,12.4e-6
18.729e3,373.5e-3,-52.4,0.995,49e-3,132e-3,12.4e-6
19.3e3,209.3e-3,-69.7,0.994,28e-3,132e-3,12.4e-6
20.3e3,115.4e-3,-79,0.9931,15e-3,128e-3,12.4e-6
21.3e3,80.5e-3,-82.5,0.9931,11e-3,128e-3,12.4e-6
23.7e3,46.8e-3,-86,0.9928,6e-3,128e-3,11.2e-6
25.3e3,37.3e-3,-87,0.9928,5e-3,128e-3,10.4e-6
30e3,22.8e-3,-88.5,0.9928,3e-3,128e-3,10.4e-6
40e3,16.5e-3,-89,0.9933,2e-3,132e-3,10.4e-6
48e3,14e-3,-89.5,0.9927,2e-3,132e-3,10.4e-6
