30,5.6,1.955,1.997,.260,.260,7800
89.99,16.8,1.880,1.997,.250,260,2900
180,31.3,1.684,1.997,.220,260,1360
230,37.9,1.543,1.996,.200,260,1040
270,42.4,1.444,1.996,.188,260,920
310,46.4,1.350,1.996,.176,260,760
380,52.1,1.210,1.996,.156,260,640
1000,73.4,.5554,1.995,.072,260,220
470,57.7,1.0408,1.996,.136,260,540
510,59.7,.979,1.996,.128,260,490
3000,83.8,0.1932,1.995,.025,260,78
650,65.3,.8072,1.996,.104,260,370
770,68.6,.7053,1.996,.092,260,370
8100,86.9,.071,1.996,.009,260,36
26000,91.5,.0202,1.995,.003,260,9.6
