49,84.5,.147,1.927,.019,.250,5.2
89,87,.083,1.925,.011,.250,3.1
32,82.2,.220,1.926,.028,.250,7
37,83.5,.1922,1.925,.025,.250,7
15,75.5,.4561,1.930,.060,.250,15.6
3.6,44.3,1.387,1.964,.186,.250,74
98,87,.0754,1.925,.010,.250,3.1
59,85.2,.1243,1.927,.016,.250,3.1
28,81.4,.2501,1.927,.032,.250,7.6
2.8,37.1,1.551,1.974,.200,.250,92
0.5399,8.2,1.972,2.0,.260,.260,500
1,14.9,1.9,1.996,.250,.260,270
0.420,6.8,1.981,2.0,.250,.260,520
46,84.4,.158,1.925,.020,.250,5
93,87,.080,1.925,.010,.250,2.5
