1000,8.975,1.16,342.3e-3,50e-3
1020,9.134,1.24,322.2e-3,42e-3
860,9.077,1.24,382.5e-3,50e-3
680,9.076,1.20,466.4e-3,62e-3
250,8.754,1.16,1.0002,128e-3
4630,9.277,1.20,85.37e-3,11e-3
10625,9.346,920e-3,39.97e-3,6e-3
+inf,9.750,1.28,50e-6,1e-3
