10122,5.167,720e-3,8.703,1,30.40e-3,4e-3,505.1e-3,132e-3
30644,5.167,700e-3,8.825,1.2,31.55e-3,4e-3,1.0268,136e-3
872,5.162,660e-3,8.768,1.2,39.37e-3,5e-3,1.192,152e-3
431,5.165,700e-3,8.702,1.04,50.46e-3,7e-3,1.377,180e-3
100,5.133,700e-3,8.242,1.08,165.1e-3,50e-3,2.3,310e-3
